month,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
#date+month,#event+id,,#event+code,#event+code,#date+occurred,#date+year,#meta+time_precision,#event+type,#event+subtype,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,#geo+precision+code,#meta+source,,#description,#affected+killed,#date+updated,#country+code
2019-05,5156072,887,YEM31107,31107,2019-05-02,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,,,0,30,Middle East,Yemen,Al Hudaydah,Al Hali,,Al Hudaydah-Engineering College,14.8050,42.9960,1,Al Masirah,National,"On May 2, anti-Houthi forces reportedly fired mortars at the Engineering College in the north of Hodeidah Red Sea port city, western Yemen, with no report of fatalities nor injuries.",0,1557183150,YEM
2019-05,5555107,104,MMR6797,6797,2019-05-02,2019,1,Violence against civilians,Attack,Military Forces of Myanmar (2016-),,1,Civilians (Myanmar),Prisoners (Myanmar),7,17,South-Eastern Asia,Myanmar,Rakhine,Sittwe,Rathedaung,Rathedaung,20.4817,92.7555,1,Irrawaddy,National,"On 2 May 2019, in Kyauk Tan Village, in Rathedaung Township, in Rakhine State, six villagers were shot dead by the Myanmar military. 8 villagers were wounded and four were missing. These villagers were among 275 villagers who were detained by the military in a government school in the village. One of the injured villagers from Kyauk Tan village who was hospitalized died a couple of weeks later on May 14.",7,1563283623,MMR
2019-05,5604872,356,IND52697,52697,2019-05-02,2019,1,Riots,Mob violence,Rioters (India),Labour Group (India),5,Civilians (India),,7,57,Southern Asia,India,Andhra Pradesh,Krishna,Gudivada,Gudivada,16.4355,80.9956,2,Deccan Chronicle,National,"On 2 May, in Gudivada area (Krishna, AP), an activist and social worker was assaulted by staff of a school bus after the activist tried to capture a video of children being taken to school during summer. The victim alleged that the practice is not healthy due to increasing mercury levels. [size=no report]",0,1563366779,IND
2019-05,5605777,524,NEP5367,5367,2019-05-02,2019,1,Riots,Mob violence,Rioters (Nepal),Students (Nepal),5,Civilians (Nepal),Teachers (Nepal),7,57,Southern Asia,Nepal,Central,Narayani,Parsa,Birganj,27.0104,84.8774,1,Prateek Daily,National,"On May 02, students locked the officials of BCC college in Birgunj city (Parsa district, Narayani) for two hours. The students were expressing dissatisfaction with the invigilators for not providing extra time to the students to complete the test even though the question paper was provided 15 minutes late. [size=no report]",0,1563366786,NPL
2019-05,6261005,566,NIG14733,14733,2019-05-02,2019,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,Western Africa,Nigeria,Taraba,Zing,,Zing,8.9000,11.7000,1,Daily Trust (Nigeria),National,02 May. Unidentified gunmen attacked the College of Education in Zing. Security forces arrived to disperse the gunmen. A student was shot and killed by security forces attempting to control the situation.,1,1572403711,NGA
2019-05,6028337,356,IND52706,52706,2019-05-02,2019,1,Riots,Violent demonstration,Rioters (India),BJP: Bharatiya Janata Party; BJYM: Bharatiya Janata Yuva Morcha; ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India),5,Civilians (India),,7,57,Southern Asia,India,Telangana,Karimnagar,Karimnagar,Karimnagar,18.4391,79.1286,2,Indo-Asian News Service; United News of India,National-Regional,"On 2 May, in Karimnagar district (Telangana), during a state-wide bandh called by the BJP against the alleged errors in the final results of intermediate exams by the Telangana State Board of Intermediate Education (TSBIE), BJYM and ABVP activists forced educational institutions to close and shops to pull down the shutters. ABVP also damaged the furniture of at least 2 colleges. [size=no report]",0,1571164376,IND
2019-05,5604855,356,IND52680,52680,2019-05-01,2019,1,Violence against civilians,Attack,Ludhiana Communal Militia (India),,4,Civilians (India),,7,47,Southern Asia,India,Punjab,Ludhiana,Ludhiana,Ludhiana,30.9120,75.8537,1,Chandigarh Tribune,Subnational,"On 1 May, a youth was attacked by a group of armed persons near Ramgarhia College in Ludhiana city (Punjab) after an earlier argument in the community. The youth was seriously injured and hospitalised.",0,1563366779,IND
2019-05,6119766,120,CAO2232,2232,2019-05-01,2019,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),Students (Cameroon),7,37,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Nkwen,5.9951,10.1937,1,Mimi Mefo,New media,"01 May. An unidentified armed group abducts 4 students from GBHS school in Mbefi quarter of Nkwen in Mezam,  demanding a ransom payment for their release. ",0,1571164633,CMR
2019-04,5604820,356,IND52645,52645,2019-04-30,2019,1,Riots,Mob violence,Rioters (India),TMC: Trinamool Congress Party,5,Rioters (India),TMC: Trinamool Congress Party,5,55,Southern Asia,India,West Bengal,Burdwan,Burdwan,Burdwan,23.2557,87.8569,2,United News of India,National,"On April 30, four TMC men were injured in factional clashes at Shikarpur area (Purba Bardhaman, West Bengal), one day after polling of the Parliamentary elections. They were sent to Burdwan Medical College and Hospital with multiple injuries. [size=at least 4]",0,1563366779,IND
2019-04,5604796,356,IND52620,52620,2019-04-30,2019,1,Riots,Violent demonstration,Rioters (India),,5,Police Forces of India (2014-),,1,15,Southern Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Hindustan Times,National,"On 30 April, parents demonstrating against the non-enrolment of students at the Government Model Senior Secondary School in Chandigarh city (Chandigarh) clashed with police. Several persons were detained but no injuries were reported. [size=no report]",0,1563366779,IND
2019-04,5654921,360,IDN765,765,2019-04-30,2019,1,Riots,Mob violence,Rioters (Indonesia),Students (Indonesia),5,Rioters (Indonesia),Students (Indonesia),5,55,South-Eastern Asia,Indonesia,South Sulawesi,Makassar,Makassar,Makassar,-5.1486,119.4320,1,Tribunnews,National,"On April 30, 2019, two groups of students from Unismuh University clashed outside their campus in Makassar city, South Sulawesi province, after a candidate for student body lost the election. One student was injured and had to be taken to a hospital and police had to intervene. [size=no report]",0,1563908702,IDN
2019-04,5605757,524,NEP5347,5347,2019-04-30,2019,1,Riots,Mob violence,Rioters (Nepal),Students (Nepal),5,Civilians (Nepal),Teachers (Nepal),7,57,Southern Asia,Nepal,Central,Bagmati,Kathmandu,Kathmandu,27.7017,85.3206,1,Adarsha Samaj,National,"On April 30, students smeared black soot on the face of Deputy Professor of Pokhara University in Chovar locality of Kathmandu city (Kathmandu district, Bagmati). The students were expressing dissatisfaction with university affiliated campuses for admitting students without fulfilling the eligibility criteria for enrollment. [size=no report]",0,1563366786,NPL
2019-04,5491569,356,IND52597,52597,2019-04-30,2019,1,Riots,Mob violence,Rioters (India),Labour Group (India); Unidentified Caste Group (India),5,Civilians (India),Labour Group (India); Unidentified Caste Group (India),7,57,Southern Asia,India,Tamil Nadu,Chennai,Chennai,Chennai,13.0878,80.2784,1,Deccan Chronicle; Times of India,National,"On 30 Apr, in Chennai (Chennai, TN), an accountant of a Martin Homeopathy Medical College and Hospital was beaten up and abused using his caste name allegedly by Income Tax employees after the victim's workplace was raided during a series of searches conducted by the IT Department in the city. The IT Department denied the allegations. Another source mentioned that the attackers might be the victim's co-workers. Investigation of the case still ongoing. [size=no report]",0,1561474179,IND
2019-04,6046232,760,SYR59656,59656,2019-04-30,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-),Military Forces of Russia (2000-),1,,,0,10,Middle East,Syria,Idleb,Al Ma'ra,Khan Shaykun,Qasabiyeh,35.4668,36.4945,1,SOHR; SNHR; Liveuamap,Local partner-Other,"On 30 April, 2019, Russian warplanes conducted an airstrike on Qasabiyeh in southern Idleb countryside amid regime shelling of the town as well as Hersh Qasabiyeh in its vicinity. Airstrikes impacted a primary school in Qasabiyeh during school hours, partially destroying its building and severely damaging its furniture. Neither fatalities nor injuries were reported.",0,1571164399,SYR
2019-04,6046239,760,SYR59662,59662,2019-04-30,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-),Military Forces of Syria (2000-) Syrian Arab Air Force,1,Civilians (Syria),,7,17,Middle East,Syria,Idleb,Ariha,Ehsem,Arnaba,35.7015,36.4583,1,SOHR; Liveuamap; SNHR,Local partner-Other,"On 30 April, 2019, regime helicopters deployed 2 barrel bombs on Arnaba in southern Idleb countryside amid regime rocket and artillery shelling of the town, impacting a primary school and damaging its building and furniture. As a result, 1 female civilian was killed and several other civilians were wounded.",1,1571164399,SYR
2019-04,5646544,120,CAO2225,2225,2019-04-29,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Menchum,Wum,Wum,6.3833,10.0667,2,Journal du Cameroun,National,"30 April. Military forces clash with Ambazonian separatists at separatist military camps in Wum and Echuan areas of Menchum, killing ""several"" separatists and 4 soldiers. Military forces also burn around 10 houses near the Ngoh public school. Total fatalities coded as 14.",14,1563908692,CMR
2019-04,5646535,450,MAG1258,1258,2019-04-29,2019,1,Riots,Violent demonstration,Rioters (Madagascar),Students (Madagascar),5,Rioters (Madagascar),"Labour Group (Madagascar), Taxi Drivers (Madagascar)",5,55,Eastern Africa,Madagascar,Analamanga,Andramasina,,Ankatso,-19.3000,47.8333,1,News Mada,National,"29 April. Students demonstrate and strike for the resumption of classes at the university campus, upsetting taxi drivers and other traders by the ongoing demonstrations. The taxi drivers and traders riot against students by throwing rocks and violently clashing against one another. [size=no report]",0,1563908692,MDG
2019-04,5588137,50,BGD14986,14986,2019-04-29,2019,1,Riots,Mob violence,Rioters (Bangladesh),BSU: Bangladesh Students' Union; Students (Bangladesh),5,Rioters (Bangladesh),BSU: Bangladesh Students' Union; Students (Bangladesh),5,55,Southern Asia,Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.2500,1,Dhaka Tribune,National,"On April 29, a factional clash took place between two groups of Bangladesh Chhatra Union during the organization's 39th national council at Jahangirnagar University (Savar, Dhaka). Five activists were injured in the clash. [size=no report]",0,1563366746,BGD
2019-04,5604761,356,IND52582,52582,2019-04-29,2019,1,Riots,Mob violence,Rioters (India),,5,Police Forces of India (2014-),,1,15,Southern Asia,India,West Bengal,Birbhum,Sainthia,Talibpur,23.7668,87.5504,1,Telegraph (India),National,"On April 29, villagers clashed with the security forces following a dispute over standing in the queue, outside polling booth 280 at Talibpur Primary School in the village, in Panrui area (Birbhum, West Bengal), during the fourth phase of voting of the Parliamentary elections. Security personnel fired in the air. [size=no report]",0,1563366779,IND
2019-04,5605750,524,NEP5340,5340,2019-04-29,2019,1,Riots,Violent demonstration,Rioters (Nepal),NSU: Nepal Student Union; Students (Nepal),5,Police Forces of Nepal (2015-),,1,15,Southern Asia,Nepal,West,Gandaki,Kaski,Pokhara,28.2669,83.9685,1,Nagarik,National,"On April 29, a clash broke out between student, including the members of Nepal Students Union, and the police personnel in Pokhara city (Kaski district, Gandaki). The clash ensued when the police tried to intervene in the demonstrations staged by students demanding action against the campuses associated with Pokhara University that enrolled D-plus students, which was against the eligibility criteria for enrollment. [size=no report]",0,1563366786,NPL
2019-04,6028332,356,IND52577,52577,2019-04-29,2019,1,Riots,Mob violence,Rioters (India),,5,Civilians (India),BJP: Bharatiya Janata Party; Government of India (2014-),7,57,Southern Asia,India,West Bengal,Paschim Bardhaman,Barabani,Barabani,23.7447,87.0202,1,Telegraph (India); Asian News International,National,"On April 29, voters, suspected to be TMC supporters, pelted stones at the car of a Union Minister and BJP candidate in polling booth 199 in Kashidanga F P School under Barabani police station area (Paschim Bardhaman, West Bengal), after the candidate trespassed the booth and threatened an election official. The incident happened during the fourth phase of the Parliamentary elections. [size=no report]",0,1571164376,IND
2019-04,6028333,356,IND52578,52578,2019-04-29,2019,1,Riots,Mob violence,Rioters (India),,5,Police Forces of India (2014-),,1,15,Southern Asia,India,West Bengal,Birbhum,Dubrajpur,Kandighi,23.7405,87.4415,1,Indo-Asian News Service; Telegraph (India),National-Regional,"On April 29, villagers clashed with the security forces following a dispute over depositing mobile phones, in polling booth 284 at Kandighi Primary School in the village, under Dubrajpur constituency area (Birbhum, West Bengal), during the fourth phase of voting of the Parliamentary elections. Security personnel fired in the air and two persons were injured. [size=no report]",0,1571164376,IND
2019-04,5645650,854,BFO1673,1673,2019-04-28,2019,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Centre-Nord,Sanmatenga,Pissila,Noaka,13.1898,-0.9362,1,Infowakat,National,"On April 28, presumed JNIM militants attacked the village of Noaka, assaulted villagers, burned a bar and four vehicles, and ransacked a school.",0,1563908691,BFA
2019-04,5178733,356,IND52493,52493,2019-04-28,2019,1,Riots,Mob violence,Rioters (India),,5,Private Security Forces (India),,8,58,Southern Asia,India,West Bengal,Malda,Malda,Malda,25.0107,88.1409,1,Telegraph (India),National,"On April 28, three security guards were assaulted at the Malda Medical College & Hospital in the city (Malda, West Bengal), after they asked a family to vacate the ward after the visiting time was over. [size=no report]",0,1557838713,IND
2019-04,5605743,524,NEP5333,5333,2019-04-28,2019,1,Riots,Violent demonstration,Rioters (Nepal),NSU: Nepal Student Union; ANNISU(R): All Nepal National Free Students' Union (Revolutionary); Students (Nepal),5,Police Forces of Nepal (2015-),,1,15,Southern Asia,Nepal,West,Gandaki,Kaski,Pokhara,28.2669,83.9685,1,Himalayan Times,National,"On April 28, a clash broke out between students and the police personnel in Pokhara city (Kaski district, Gandaki). The clash ensued when the police tried to intervene the demonstrations staged by Nepal Students Union and All Nepal Independent Students Union (Revolutionary) against the Supreme Court order, which granted 344 students of various campuses affiliated with Pokhara University to sit for the tests despite meeting the eligibility criteria for enrollment. [size=no report]",0,1563366786,NPL
2019-04,6046225,760,SYR59649,59649,2019-04-28,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-),Military Forces of Russia (2000-),1,Civilians (Syria),Health Workers (Syria); Syrian Civil Defense; Aid Workers (Syria); Madiq Castle Communal Group (Syria); National Coalition Of Syrian Revolution and Opposition Forces,7,17,Middle East,Syria,Hama,As-Suqaylabiyah,Madiq Castle,Madiq Castle,35.4144,36.3890,1,SOHR; SNHR; SHAM; Liveuamap,Local partner-Other,"On 28 April 2019, Russian warplanes carried out 10 airstrikes on Madiq Castle in Hama in conjunction with shelling of the area by regime forces with rocket shells and missiles. Airstrikes impacted the 111 hospital for women and children, severely damaging its building and rendering it out of service, targeted a Syrian Civil Defense Center, damaging its building and furniture. The airstrikes also damaged the Education Directorate in the town, affiliated with the National Coalition Of Syrian Revolution and Opposition Forces and a complex of schools. As a result, between 5 and 7 civilians were killed, including 1 woman and 2 children, and 8 others were wounded.",5,1571164399,SYR
2019-04,6046361,760,SYR59924,59924,2019-04-28,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Hama,As-Suqaylabiyah,Madiq Castle,Huweiz,35.4997,36.3577,1,SHAM; Liveuamap; SOHR; SNHR,Local partner-Other,"On 28 April 2019, regime forces shelled parts of Huweiz in Hama, impacting a complex of 3 schools and severely damaging their buildings. As a result of the shelling, 1 woman was killed several others were wounded.",1,1571164400,SYR
2019-04,6252871,586,PAK48942,48942,2019-04-26,2019,1,Riots,Mob violence,Rioters (Pakistan),,5,Private Security Forces (Pakistan),Civilians (India); Health Workers (Pakistan),8,58,Southern Asia,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,Balochistan Times,National,"On April 26, attendants of a patient assaulted doctors, paramedics and security guards at the Liaquat University Hospital in Hyderabad city (Hyderabad, Sindh). A doctor, a paramedic and 2 security guards were reported injured. [size=over a dozen]",0,1572403701,PAK
2019-04,5234208,728,SSD5812,5812,2019-04-26,2019,1,Violence against civilians,Attack,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),Students (South Sudan),7,17,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Eye Radio (South Sudan),National,"On April 26th, a University student was allegedly abducted in Juba by SSPDF soldiers, who tortured him before releasing him at an unspecified time (implied to be mid/late June by the source).",0,1561405222,SSD
